,Reviews,Sentiment,Sentiment_Type
3121,`` return lhr-yvr boeing 747-400. advised fly ba unfortunately ended disappointed return leg . seat double booked eventually got one entertainment system working ! asked said working yesterday either . vacant seat economy load business class would upgrade . 10hr flight nothing . definitely would fly . `` ; ;,-1,Negative
3122,`` usually positive experience flying ba . time travelling 30/03/15 lca-lgw staff could le interested comfort passenger . 4.5 hour flight served meal within first 20minutes nothing next 4 hour . inflight entertainment . staff offer hot drink walked way end aircraft ask hot drink told one going round offering tea wanted one could go get service area . staff could n't looked disinterested passenger ! `` ; ;,-1,Negative
3123,`` lgw-jer-lgw day trip march 25 flight economy morning flight airbus 319 evening flight back 737-400 still featuring comfortable old seat . flight on-time early . excellent service short domestic hop . breakfast sandwich drink served morning crisp biscuit full bar service offered evening flight back . fa excellent leg providing good efficient friendly service short flight . flying hand baggage used web check-in leg worked efficiently . boarding procedure unremarkable good . ba terrace lounge lgw fairly comfortable spacious enough although busy morning . acceptable cold breakfast choice porridge hot alternative . drink choice plentiful good quality . ba terrace lounge jer basic comfortable . various good quality drink alternative limited food option ( basic snack crisp hot soup ) . overall excellent domestic flight experience economy . would happy . ( oneworld sapphire ) . `` ; ;,1,Positive
3124,`` booked trip via american airline flight london seattle ba . treat . wish aa trip done ba . great service leg space beautiful gate airplane . 8.5 hr trip went quickly . tv every seat plenty great choice . food good flight attendant helpful patient . `` ; ;,1,Positive
3125,`` london heathrow dubai return . fairly regular trip leisure purpose . bought pe ticket used avios upgrade usual habit . prefer overnight flight recent one daylight . honest really choose biz space flatbed . always find food good though . 747 going 777 coming back . find ba service average functional . 'missed ' several thing gave trying find anyone cup tea . airline give better service provide better product long upgrade point get window seat shall stick . `` ; ;,-1,Negative
3126,`` vie-lhr march 24 return lhr-vie march 30 straight forward point point midday flight flight economy airbus a320 mixed fleet crew leg on-time early.– edible sandwich drink ( full bar ) served leg . flight london fa unpleasant overly active except required meal service duty free sale . however additional drink handed galley requested . flight back rather young crew trying harder - quite untypically ba - rather robotic action announcement . additional drink served requested . leg featured new slim seat cabin reduced legroom . really missing older comfortable ba seat . flying hand baggage used web check-in first flight check kiosk flight back . worked efficiently . boarding procedure unremarkable pleasant . ba us shared lounge vie quite busy overcrowded . lounge acceptable far great limited lower quality offering . food drink seem le lounge vie including o flagship lounge . ba 's gallery lounge lhr t3 comfortable oasis rest amid busy airport . however time ( breakfast time ) food offering quite basic drink wise even basic orange juice tomato juice available . hopefully day . ba still us t3 flight vie consider huge benefit using t5 look nice tends mess passenger . overall good flight experience although much better crew ba . still consider ba one best option economy flight europe . ( oneworld sapphire ) . `` ; ;,1,Positive
3127,`` disappointing experience . arrived airport flight nice learnt 1.5 hour late - arriving aircraft nowhere sight . prior flight boarding ( also delayed ) luggage checked seat available thought might get nice time . luck . whilst flight continued board another 15 minute spent arguing ba staff even check whether could get flight . first class lounge staff refused call gate . `` flight finalized '' . similar situation airline ( notably lufthansa ) always re-opened flight got . excuse `` 's rule '' ( obviously ba ) . staff addition took call whilst handling - urgent - request delaying process . choice definitely use airline . addition changed seating europe come line easyjet ryanair . 6 '' 4 uncomfortable . n't help upgrade business : seat . end paying 300 pound predictable unexciting food . `` ; ;,-1,Negative
3128,`` flew lhr-iad-lhr new a380 's new world traveller plus . overall great service experience hard working friendly crew way . new wtp product great . seat huge improvement although 6 hour really limit overnight leg coming home comfort . food good including partner vegan meal . new ife excellent really like upgraded noise cancelling headphone . 'extra ' would liked would option sparkling water even wine pre take drink . best worst ba year definitely ba . `` ; ;,1,Positive
3129,`` lhr-del rtn . b747 way definitely showing age . crew excellent way . people may like yin/yang seating arrangement n't bother . screen go takeoff space . seat still comfortable . wine list also good especially rose offer alongside champagne . `` ; ;,1,Positive
3130,`` bru-ewr via lhr jfk-bru via lhr return . flight le schedule . terminal 5 lhr nice lot sunlight making bright airy looking . cabin crew flight general professional giving good service . food drink ok. seat however small ba really need update seating soon possible . first flight brussels london heathrow updated european cabin offer better seat bit le legroom . seating b747 old still bit comfortable new b787 dreamliner seat economy really small legroom ok. '' ; ;,1,Positive
